Identificador,Producto,Cantidad,Precio Unitario,Total Pagado,Forma de pago,Lugar Compra,Fecha Compra
TXN_8538315,Café,DESCONOCIDO,2.0,2.0,Nequi/Daviplata,,2023-07-27
TXN_2334962,Jugo,5,3.0,15.0,,,2023-01-31
TXN_9321776,Torta,1,3.0,3.0,,DESCONOCIDO,2023-04-23
TXN_2574545,Café,DESCONOCIDO,2.0,4.0,,Restaurante,
TXN_7625537,Jugo,3,3.0,9.0,,Para llevar,2023-12-09
TXN_8722491,Granizado,4,4.0,16.0,Efectivo,,2023-04-24
TXN_4129569,Galleta,4,ERROR,4.0,Nequi/Daviplata,DESCONOCIDO,2023-08-27
TXN_6018020,Galleta,2,1.0,2.0,Tarjeta Crédito,Para llevar,2023-01-12
TXN_3305132,Torta,4,3.0,12.0,Tarjeta Crédito,Para llevar,2023-01-30
TXN_7951885,Ensalada,3,5.0,15.0,Tarjeta Crédito,,2023-12-08
TXN_9090875,Torta,2,3.0,6.0,ERROR,Restaurante,2023-04-19
TXN_9175684,Te,3,1.5,4.5,,,2023-09-16
TXN_1640649,Galleta,4,1.0,4.0,,Restaurante,2023-12-05
TXN_9845746,Torta,1,3.0,3.0,Nequi/Daviplata,Restaurante,2023-09-23
TXN_1547704,Café,5,2.0,10.0,Efectivo,Restaurante,2023-02-14
TXN_3422774,DESCONOCIDO,2,4.0,8.0,Nequi/Daviplata,Restaurante,2023-07-09
TXN_8477415,Ensalada,2,5.0,10.0,Tarjeta Crédito,DESCONOCIDO,2023-05-01
TXN_1039367,Sandwich,3,4.0,,Efectivo,,2023-03-12
TXN_5433982,Ensalada,5,5.0,25.0,Nequi/Daviplata,,2023-07-07
TXN_4469550,,3,3.0,9.0,Tarjeta Crédito,Restaurante,2023-05-10
TXN_2838588,Café,2,2.0,4.0,,Restaurante,2023-01-28
TXN_6135727,Jugo,4,3.0,12.0,Nequi/Daviplata,Para llevar,2023-12-15
TXN_3660227,Jugo,4,3.0,12.0,Tarjeta Crédito,Para llevar,2023-05-13
TXN_5640232,Sandwich,4,,16.0,Nequi/Daviplata,DESCONOCIDO,2023-04-08
TXN_4064310,Te,4,1.5,6.0,Efectivo,Para llevar,2023-07-24
TXN_7418562,Sandwich,4,4.0,DESCONOCIDO,,,2023-01-15
TXN_2978326,Granizado,3,4.0,12.0,Efectivo,,2023-12-02
TXN_9616828,Café,2,2.0,4.0,Nequi/Daviplata,Para llevar,2023-12-20
TXN_1522122,Galleta,5,1.0,5.0,Tarjeta Crédito,Restaurante,2023-02-14
TXN_2360229,Sandwich,1,4.0,4.0,Nequi/Daviplata,,2023-06-18
TXN_7840510,DESCONOCIDO,4,3.0,12.0,,Para llevar,2023-08-07
TXN_5285666,Café,5,2.0,10.0,Efectivo,,2023-03-20
TXN_5029453,Sandwich,2,4.0,8.0,Nequi/Daviplata,Restaurante,2023-06-24
TXN_6117421,Torta,2,3.0,6.0,Efectivo,,2023-05-04
TXN_8759461,Te,2,1.5,3.0,Efectivo,Restaurante,2023-01-31
TXN_2962728,Ensalada,4,5.0,20.0,Tarjeta Crédito,,2023-12-05
TXN_6527482,Jugo,1,3.0,3.0,DESCONOCIDO,Para llevar,2023-08-27
TXN_4256200,Te,5,1.5,7.5,,,2023-06-29
TXN_6276679,Galleta,3,1.0,3.0,Nequi/Daviplata,Para llevar,2023-11-08
TXN_2507188,Café,1,2.0,2.0,Tarjeta Crédito,,2023-02-04
TXN_9386165,Sandwich,2,4.0,8.0,Nequi/Daviplata,Restaurante,2023-06-01
TXN_6064232,Te,2,1.5,3.0,Tarjeta Crédito,Para llevar,2023-04-09
TXN_3604017,Torta,4,3.0,12.0,Nequi/Daviplata,Restaurante,2023-09-21
TXN_3486548,Te,1,1.5,1.5,Nequi/Daviplata,,2023-07-08
TXN_1465584,Sandwich,1,4.0,4.0,Tarjeta Crédito,Restaurante,2023-04-29
TXN_9285925,ERROR,5,3.0,15.0,Efectivo,Restaurante,2023-06-20
TXN_7662502,Torta,1,3.0,3.0,,Restaurante,2023-03-06
TXN_3212505,Sandwich,3,4.0,12.0,Tarjeta Crédito,,2023-07-15
TXN_7331903,DESCONOCIDO,1,5.0,5.0,,Para llevar,2023-05-23
TXN_2311188,Torta,2,3.0,6.0,Nequi/Daviplata,DESCONOCIDO,2023-09-07
TXN_6344806,Jugo,3,3.0,9.0,Tarjeta Crédito,,2023-05-08
TXN_4891221,Galleta,5,1.0,5.0,,Para llevar,2023-12-09
TXN_1316036,ERROR,2,3.0,6.0,Efectivo,Para llevar,2023-10-27
TXN_7419274,Jugo,2,3.0,6.0,Efectivo,Para llevar,2023-12-18
TXN_2178059,Sandwich,4,4.0,16.0,,Restaurante,2023-03-24
TXN_2205071,Café,5,2.0,10.0,Tarjeta Crédito,Restaurante,2023-11-23
TXN_5790078,Jugo,4,3.0,12.0,Nequi/Daviplata,Para llevar,2023-04-16
TXN_4119210,Te,3,1.5,4.5,Efectivo,Restaurante,2023-05-02
TXN_2349072,Granizado,5,4.0,20.0,Efectivo,Para llevar,2023-09-06
TXN_3670103,Te,2,1.5,3.0,,Restaurante,2023-04-30
TXN_1933628,DESCONOCIDO,2,3.0,6.0,Efectivo,Restaurante,2023-08-27
TXN_6444911,Jugo,5,3.0,15.0,Tarjeta Crédito,,2023-02-11
TXN_4186842,Jugo,5,3.0,15.0,DESCONOCIDO,Para llevar,2023-10-29
TXN_2194305,Sandwich,2,4.0,8.0,Tarjeta Crédito,Para llevar,2023-09-16
TXN_2002049,Café,5,2.0,10.0,ERROR,,2023-03-17
TXN_4837447,Torta,2,3.0,6.0,Nequi/Daviplata,Para llevar,2023-11-06
TXN_5517185,Granizado,3,4.0,12.0,Nequi/Daviplata,,2023-11-05
TXN_9658905,ERROR,5,1.5,7.5,Efectivo,Para llevar,2023-05-16
TXN_3373997,Ensalada,4,5.0,20.0,,,2023-02-01
TXN_1950343,Galleta,2,1.0,2.0,ERROR,,2023-07-25
TXN_4477016,Sandwich,4,4.0,,,Restaurante,2023-04-12
TXN_2644403,Te,4,1.5,6.0,ERROR,,2023-12-22
TXN_7006741,Sandwich,DESCONOCIDO,4.0,8.0,Nequi/Daviplata,,2023-12-30
TXN_7246698,Sandwich,3,4.0,12.0,,Restaurante,2023-06-22
TXN_8063016,Galleta,1,1.0,DESCONOCIDO,Efectivo,,2023-02-27
TXN_9215670,Café,3,,6.0,Efectivo,Para llevar,2023-05-04
TXN_6780463,Te,3,1.5,4.5,,,2023-10-26
TXN_5975573,,1,1.0,1.0,,Para llevar,2023-01-20
TXN_5560669,Ensalada,5,5.0,25.0,Tarjeta Crédito,,2023-06-30
TXN_4046095,Jugo,2,3.0,6.0,Nequi/Daviplata,Para llevar,2023-10-12
TXN_6559598,Jugo,1,3.0,3.0,Nequi/Daviplata,,2023-05-08
TXN_9707159,Torta,5,3.0,15.0,Tarjeta Crédito,Restaurante,2023-11-10
TXN_9983518,Te,2,1.5,3.0,Tarjeta Crédito,Restaurante,2023-07-18
TXN_1714348,Sandwich,2,4.0,8.0,Efectivo,Para llevar,2023-12-31
TXN_8211288,Granizado,1,4.0,4.0,Efectivo,Restaurante,2023-04-23
TXN_7035067,Ensalada,2,DESCONOCIDO,10.0,Efectivo,,2023-09-29
TXN_6335423,Café,2,2.0,4.0,Tarjeta Crédito,Restaurante,2023-06-18
TXN_9475783,Sandwich,5,4.0,20.0,Tarjeta Crédito,Para llevar,2023-02-11
TXN_4108869,Granizado,5,4.0,20.0,,,2023-05-02
TXN_6011341,Jugo,4,3.0,12.0,,Restaurante,2023-12-21
TXN_5257531,Te,2,1.5,3.0,,DESCONOCIDO,2023-04-10
TXN_1645743,Galleta,4,1.0,4.0,Nequi/Daviplata,Para llevar,2023-07-02
TXN_8167311,Ensalada,1,5.0,5.0,DESCONOCIDO,Para llevar,2023-10-09
TXN_2377667,Granizado,3,4.0,12.0,Nequi/Daviplata,Para llevar,2023-10-27
TXN_9554670,,4,3.0,12.0,Tarjeta Crédito,Restaurante,2023-06-20
TXN_3312574,Galleta,2,1.0,2.0,DESCONOCIDO,,2023-11-03
TXN_9208629,Torta,1,3.0,3.0,,Para llevar,2023-03-30
TXN_6846085,Galleta,4,1.0,4.0,Nequi/Daviplata,,2023-02-26
TXN_5430200,Sandwich,DESCONOCIDO,4.0,12.0,Tarjeta Crédito,Para llevar,2023-11-12
TXN_5135172,ERROR,4,5.0,20.0,Nequi/Daviplata,Restaurante,2023-12-10
TXN_2282416,Te,DESCONOCIDO,1.5,6.0,,Para llevar,2023-04-29
TXN_6716151,Sandwich,3,4.0,12.0,Nequi/Daviplata,Para llevar,2023-01-26
TXN_5303258,Sandwich,4,4.0,16.0,Nequi/Daviplata,Restaurante,2023-09-28
TXN_2947683,Torta,3,3.0,9.0,,Restaurante,2023-05-14
TXN_8831659,Sandwich,1,4.0,4.0,Tarjeta Crédito,,2023-01-29
TXN_8980495,DESCONOCIDO,DESCONOCIDO,4.0,16.0,Tarjeta Crédito,Para llevar,2023-11-17
TXN_9129298,ERROR,1,2.0,2.0,,,2023-12-19
TXN_2188342,Café,3,2.0,6.0,Efectivo,,2023-09-10
TXN_3843943,Te,5,1.5,7.5,,Para llevar,2023-07-01
TXN_4989644,Jugo,5,DESCONOCIDO,15.0,Nequi/Daviplata,,2023-11-13
TXN_9456357,Torta,3,3.0,9.0,Tarjeta Crédito,,2023-02-21
TXN_9549021,Ensalada,2,5.0,10.0,,,2023-11-25
TXN_9263030,Sandwich,5,4.0,20.0,Efectivo,Para llevar,2023-07-03
TXN_9732454,Granizado,5,,20.0,,Restaurante,2023-07-28
TXN_4129476,Café,2,2.0,4.0,Efectivo,,2023-10-24
TXN_7060691,Ensalada,5,5.0,25.0,Tarjeta Crédito,,2023-10-25
TXN_8048357,Ensalada,4,5.0,20.0,,Restaurante,ERROR
TXN_5528787,Jugo,2,3.0,6.0,Nequi/Daviplata,,2023-10-22
TXN_8952145,Torta,3,3.0,9.0,Tarjeta Crédito,Para llevar,2023-01-28
TXN_8062811,Café,2,2.0,DESCONOCIDO,Efectivo,Para llevar,2023-04-07
TXN_9710982,DESCONOCIDO,4,,16.0,,,2023-03-03
TXN_2020445,Granizado,2,4.0,8.0,Efectivo,,2023-03-06
TXN_7855761,Galleta,1,1.0,1.0,Efectivo,Restaurante,2023-01-10
TXN_9455977,Te,1,1.5,1.5,Nequi/Daviplata,Para llevar,2023-03-10
TXN_6684056,Granizado,2,4.0,,,ERROR,2023-09-14
TXN_6085326,Torta,2,3.0,6.0,,,2023-08-22
TXN_4528522,Café,5,2.0,10.0,Nequi/Daviplata,Para llevar,2023-12-04
TXN_7049861,Torta,5,3.0,15.0,Efectivo,Restaurante,2023-01-20
TXN_7312448,Te,1,1.5,1.5,,ERROR,2023-01-16
TXN_2201857,Granizado,DESCONOCIDO,4.0,4.0,,Para llevar,2023-02-19
TXN_4982382,Ensalada,1,5.0,5.0,Efectivo,,2023-01-05
TXN_9001844,Sandwich,1,4.0,4.0,Efectivo,Para llevar,2023-08-02
TXN_9104710,Ensalada,5,5.0,25.0,Efectivo,Para llevar,2023-03-20
TXN_8266662,Café,5,2.0,10.0,Tarjeta Crédito,,2023-04-09
TXN_9178213,ERROR,2,2.0,4.0,Nequi/Daviplata,Para llevar,2023-02-27
TXN_7755216,Ensalada,5,5.0,25.0,,Restaurante,2023-02-03
TXN_2241162,Jugo,3,3.0,DESCONOCIDO,DESCONOCIDO,,2023-08-09
TXN_5757933,Te,1,1.5,1.5,Efectivo,,2023-02-20
TXN_8859144,Torta,1,3.0,3.0,Nequi/Daviplata,Para llevar,2023-01-15
TXN_8740257,Torta,5,3.0,15.0,Nequi/Daviplata,,2023-06-09
TXN_4271034,Granizado,3,4.0,12.0,Nequi/Daviplata,Restaurante,2023-02-28
TXN_2741424,Te,4,1.5,6.0,Tarjeta Crédito,Restaurante,2023-05-03
TXN_4709135,Sandwich,2,4.0,8.0,Tarjeta Crédito,Para llevar,DESCONOCIDO
TXN_6676143,Sandwich,5,4.0,20.0,Efectivo,Restaurante,2023-05-21
TXN_2199647,Ensalada,1,5.0,5.0,Efectivo,,2023-05-05
TXN_3016079,Granizado,3,4.0,12.0,Nequi/Daviplata,Para llevar,2023-09-24
TXN_3140950,Jugo,5,3.0,15.0,Tarjeta Crédito,,ERROR
TXN_6881662,Ensalada,2,5.0,10.0,Nequi/Daviplata,Para llevar,2023-07-10
TXN_4238818,Café,2,2.0,4.0,Nequi/Daviplata,DESCONOCIDO,2023-04-05
TXN_2146829,Ensalada,4,5.0,20.0,Efectivo,,2023-12-26
TXN_8131537,Granizado,2,4.0,8.0,Tarjeta Crédito,,2023-12-03
TXN_9812021,Te,5,1.5,7.5,Tarjeta Crédito,Restaurante,2023-02-12
TXN_7947711,Ensalada,3,5.0,15.0,Nequi/Daviplata,Para llevar,2023-12-06
TXN_6774688,Ensalada,1,5.0,5.0,Tarjeta Crédito,DESCONOCIDO,2023-01-18
TXN_3949676,Jugo,4,3.0,12.0,Tarjeta Crédito,Restaurante,2023-12-21
TXN_4283693,Ensalada,2,5.0,10.0,Efectivo,Restaurante,2023-01-05
TXN_2274945,Sandwich,4,4.0,16.0,Efectivo,Restaurante,2023-03-29
TXN_5757196,Jugo,5,3.0,DESCONOCIDO,,Restaurante,
TXN_6787259,Sandwich,2,4.0,8.0,Tarjeta Crédito,Restaurante,2023-08-18
TXN_7062893,Granizado,2,4.0,DESCONOCIDO,Nequi/Daviplata,Restaurante,2023-10-15
TXN_7482834,Sandwich,DESCONOCIDO,4.0,20.0,,Restaurante,2023-05-16
TXN_8533584,Galleta,2,1.0,2.0,Efectivo,Para llevar,2023-03-11
TXN_4311369,Granizado,2,4.0,8.0,Nequi/Daviplata,Para llevar,2023-08-18
TXN_7123353,Galleta,4,1.0,4.0,ERROR,Restaurante,2023-02-08
TXN_8230414,Sandwich,4,4.0,16.0,Efectivo,,2023-11-20
TXN_3738314,Sandwich,4,4.0,16.0,,ERROR,2023-08-06
TXN_3200434,Torta,4,3.0,12.0,,ERROR,2023-02-18
TXN_7485706,Galleta,5,1.0,5.0,Tarjeta Crédito,Para llevar,2023-11-15
TXN_9908225,Granizado,5,4.0,20.0,Tarjeta Crédito,Restaurante,2023-01-04
TXN_7163533,Granizado,4,4.0,16.0,Tarjeta Crédito,Para llevar,2023-08-17
TXN_6867995,Galleta,3,1.0,3.0,Nequi/Daviplata,Restaurante,2023-10-15
TXN_9563685,Ensalada,1,5.0,5.0,Tarjeta Crédito,,2023-07-28
TXN_3345675,Galleta,4,1.0,4.0,DESCONOCIDO,,2023-09-23
TXN_9890734,Granizado,4,4.0,16.0,,Para llevar,2023-04-17
TXN_7697294,Granizado,3,4.0,12.0,DESCONOCIDO,,2023-01-17
TXN_5256055,Ensalada,5,5.0,25.0,Tarjeta Crédito,Para llevar,2023-02-07
TXN_3399674,Granizado,5,,20.0,Nequi/Daviplata,ERROR,2023-12-09
TXN_6067979,Sandwich,1,4.0,4.0,Tarjeta Crédito,Restaurante,2023-07-29
TXN_4340811,Torta,5,3.0,15.0,ERROR,Restaurante,2023-04-15
TXN_6515226,Jugo,1,3.0,3.0,Nequi/Daviplata,,2023-01-05
TXN_6069730,Jugo,1,3.0,3.0,Efectivo,Restaurante,2023-02-05
TXN_2396191,Jugo,4,3.0,12.0,Tarjeta Crédito,,2023-05-12
TXN_5223162,Jugo,3,3.0,9.0,Nequi/Daviplata,,2023-10-29
TXN_4224401,Ensalada,3,5.0,15.0,Nequi/Daviplata,Restaurante,2023-12-18
TXN_9298882,Sandwich,3,4.0,12.0,,,2023-01-13
TXN_1048616,Te,1,1.5,,Efectivo,,2023-10-10
TXN_5896141,Granizado,5,4.0,20.0,,Restaurante,2023-03-08
TXN_8549341,Torta,5,3.0,15.0,Efectivo,Para llevar,
TXN_6929664,Café,1,2.0,2.0,,Para llevar,2023-03-05
TXN_1570632,Sandwich,5,4.0,DESCONOCIDO,Nequi/Daviplata,,2023-02-28
TXN_4650811,Te,5,1.5,7.5,Efectivo,,2023-09-26
TXN_9858152,Granizado,2,4.0,8.0,Nequi/Daviplata,Restaurante,2023-01-28
TXN_2666773,Jugo,3,3.0,9.0,Tarjeta Crédito,,2023-06-29
TXN_1387062,,5,4.0,20.0,Tarjeta Crédito,,2023-08-22
TXN_4060332,Granizado,3,4.0,12.0,Tarjeta Crédito,Para llevar,2023-07-10
TXN_2780349,Café,5,2.0,10.0,Efectivo,,2023-11-12
TXN_5923474,Torta,4,3.0,12.0,,Restaurante,ERROR
TXN_2905218,Granizado,5,4.0,20.0,Efectivo,Restaurante,2023-09-03
TXN_2041190,Jugo,1,3.0,3.0,Nequi/Daviplata,,2023-11-04
TXN_8269366,Sandwich,1,4.0,4.0,,,2023-10-31
TXN_8277583,Galleta,5,1.0,5.0,Nequi/Daviplata,Para llevar,2023-08-15
TXN_3785049,Sandwich,4,4.0,16.0,,,2023-11-26
TXN_8819928,Café,5,2.0,10.0,,,2023-06-03
TXN_2078317,Te,1,1.5,1.5,Efectivo,Restaurante,2023-09-21
TXN_8657361,DESCONOCIDO,4,2.0,8.0,,Para llevar,2023-01-24
TXN_4442954,Café,2,2.0,4.0,Efectivo,,2023-12-15
TXN_8076449,Jugo,3,3.0,9.0,,Para llevar,DESCONOCIDO
TXN_1560873,Galleta,2,1.0,2.0,DESCONOCIDO,Para llevar,2023-07-19
TXN_7057481,Granizado,3,4.0,12.0,Efectivo,Restaurante,2023-07-11
TXN_6869767,Granizado,2,4.0,ERROR,Nequi/Daviplata,Para llevar,2023-06-06
TXN_3705445,Galleta,5,DESCONOCIDO,,Efectivo,Restaurante,2023-09-13
TXN_9714665,Ensalada,1,5.0,5.0,,Para llevar,2023-11-11
TXN_4155770,Ensalada,5,5.0,25.0,,Restaurante,2023-09-20
TXN_1828494,Jugo,2,3.0,6.0,Nequi/Daviplata,Para llevar,2023-07-21
TXN_5992635,Café,4,2.0,8.0,Nequi/Daviplata,Para llevar,
TXN_6011304,Torta,4,3.0,,Efectivo,,2023-11-20
TXN_6223157,Ensalada,1,5.0,5.0,ERROR,Para llevar,2023-09-13
TXN_8526084,Torta,5,3.0,15.0,,Para llevar,2023-03-05
TXN_3509609,Granizado,3,4.0,12.0,Nequi/Daviplata,Para llevar,2023-12-25
TXN_4276442,Torta,4,3.0,12.0,Tarjeta Crédito,Restaurante,2023-01-25
TXN_4532475,Café,ERROR,2.0,2.0,Nequi/Daviplata,,2023-04-23
TXN_7956243,Torta,4,3.0,12.0,Efectivo,Para llevar,2023-05-23
TXN_4798335,Sandwich,5,4.0,20.0,,Para llevar,2023-02-16
TXN_9336674,Ensalada,4,5.0,20.0,,,2023-01-18
TXN_5257169,Jugo,4,3.0,12.0,Tarjeta Crédito,,2023-01-12
TXN_5929633,Torta,3,3.0,9.0,,Restaurante,2023-02-27
TXN_9323014,Galleta,3,1.0,3.0,,Restaurante,2023-08-15
TXN_5764902,Te,ERROR,1.5,7.5,DESCONOCIDO,Para llevar,2023-03-22
TXN_1473693,Granizado,4,4.0,16.0,,Para llevar,2023-05-14
TXN_3827851,Café,1,2.0,2.0,,,2023-01-09
TXN_9087746,Café,4,2.0,,Nequi/Daviplata,,2023-04-03
TXN_3709853,Granizado,2,4.0,8.0,Tarjeta Crédito,Para llevar,2023-08-21
TXN_9665245,ERROR,1,1.0,1.0,DESCONOCIDO,Para llevar,2023-10-17
TXN_9486849,Torta,ERROR,3.0,3.0,Efectivo,Para llevar,2023-03-17
TXN_7581536,Granizado,2,,8.0,Efectivo,,2023-12-29
TXN_1408709,Granizado,5,4.0,20.0,Efectivo,Para llevar,2023-04-14
TXN_6494850,Café,,2.0,4.0,Efectivo,,2023-07-08
TXN_4003040,Galleta,4,1.0,4.0,Tarjeta Crédito,Restaurante,2023-09-12
TXN_1021087,Sandwich,1,4.0,4.0,,ERROR,2023-11-01
TXN_1082717,ERROR,DESCONOCIDO,,9.0,Nequi/Daviplata,Restaurante,2023-12-13
TXN_2530326,Sandwich,5,4.0,20.0,,Restaurante,2023-05-06
TXN_1309653,Ensalada,2,5.0,10.0,Efectivo,Restaurante,
TXN_9781679,Sandwich,2,4.0,8.0,Tarjeta Crédito,Para llevar,2023-09-08
TXN_8208915,Jugo,DESCONOCIDO,3.0,6.0,Efectivo,,2023-05-09
TXN_5499117,Ensalada,4,5.0,20.0,Nequi/Daviplata,DESCONOCIDO,2023-07-16
TXN_8566499,Ensalada,,5.0,25.0,Nequi/Daviplata,Restaurante,2023-12-27
TXN_8510450,,4,3.0,12.0,DESCONOCIDO,,2023-01-04
TXN_9370771,Jugo,5,3.0,15.0,Efectivo,Restaurante,2023-08-21
TXN_5914284,Café,2,2.0,4.0,Tarjeta Crédito,Para llevar,2023-06-25
TXN_9590819,Café,3,2.0,6.0,,Restaurante,2023-11-21
TXN_9878649,Granizado,5,4.0,20.0,Efectivo,Para llevar,2023-09-18
TXN_5909816,Jugo,5,3.0,15.0,Efectivo,Para llevar,2023-09-19
TXN_9461980,Ensalada,1,5.0,5.0,Tarjeta Crédito,Restaurante,2023-04-14
TXN_8090470,Sandwich,4,4.0,16.0,Nequi/Daviplata,Para llevar,2023-11-18
TXN_9041473,Granizado,2,4.0,8.0,Nequi/Daviplata,,ERROR
TXN_6052534,Ensalada,4,5.0,20.0,Efectivo,,2023-02-19
TXN_1392546,Torta,ERROR,3.0,6.0,Nequi/Daviplata,Restaurante,2023-12-06
TXN_8128146,DESCONOCIDO,2,3.0,6.0,Efectivo,Restaurante,2023-05-16
TXN_2119325,Torta,5,3.0,15.0,,Restaurante,2023-11-13
TXN_9067752,Granizado,2,4.0,8.0,Nequi/Daviplata,Para llevar,2023-04-24
TXN_8211133,Te,2,1.5,3.0,,Para llevar,2023-08-31
TXN_2331025,Galleta,2,1.0,2.0,Efectivo,,2023-04-28
TXN_3543133,Te,2,1.5,3.0,,,2023-04-08
TXN_2640771,Galleta,2,1.0,2.0,Nequi/Daviplata,Para llevar,2023-01-27
TXN_1103883,Galleta,5,1.0,5.0,Tarjeta Crédito,DESCONOCIDO,2023-08-09
TXN_8593064,Granizado,4,4.0,16.0,Efectivo,Para llevar,2023-03-12
TXN_1803599,DESCONOCIDO,1,4.0,4.0,Nequi/Daviplata,Para llevar,2023-08-30
TXN_2873573,Café,3,2.0,6.0,,Restaurante,2023-01-11
TXN_9223045,Te,5,,7.5,Tarjeta Crédito,Restaurante,2023-10-29
TXN_9502424,,4,3.0,12.0,Efectivo,ERROR,2023-09-06
TXN_8659330,Te,4,1.5,6.0,Tarjeta Crédito,Para llevar,2023-08-20
TXN_5615754,Granizado,5,ERROR,20.0,Nequi/Daviplata,Para llevar,2023-04-16
TXN_2898571,Granizado,3,4.0,12.0,,,2023-05-10
TXN_1584851,Granizado,1,4.0,4.0,Tarjeta Crédito,,2023-04-10
TXN_9430262,Café,5,2.0,10.0,,,2023-03-16
TXN_9042309,Café,2,2.0,4.0,Efectivo,,2023-12-03
TXN_4816652,Sandwich,1,4.0,4.0,DESCONOCIDO,DESCONOCIDO,2023-07-17
TXN_8127929,DESCONOCIDO,5,1.0,5.0,Tarjeta Crédito,Para llevar,2023-10-08
TXN_8567172,Café,3,2.0,,,Restaurante,2023-02-05
TXN_2317867,Te,5,1.5,7.5,Efectivo,Restaurante,2023-01-23
TXN_4416436,Café,3,2.0,6.0,Nequi/Daviplata,,2023-05-17
TXN_7467621,Ensalada,4,5.0,20.0,Tarjeta Crédito,Para llevar,2023-01-28
TXN_5005999,Ensalada,4,5.0,20.0,Efectivo,,2023-01-09
TXN_8664295,Granizado,2,4.0,8.0,Tarjeta Crédito,,2023-02-23
TXN_4831311,DESCONOCIDO,2,2.0,4.0,Efectivo,Para llevar,2023-07-15
TXN_2528186,DESCONOCIDO,2,2.0,4.0,Efectivo,,2023-06-17
TXN_4971093,Granizado,4,4.0,16.0,DESCONOCIDO,Para llevar,2023-03-27
TXN_3602272,Granizado,3,4.0,12.0,Nequi/Daviplata,Para llevar,2023-02-15
TXN_4913329,Café,5,2.0,10.0,Tarjeta Crédito,Para llevar,2023-10-30
TXN_8830809,Sandwich,5,4.0,20.0,Nequi/Daviplata,Restaurante,2023-07-31
TXN_7223387,Jugo,3,3.0,9.0,Efectivo,,2023-12-17
TXN_1629092,Galleta,3,1.0,3.0,Tarjeta Crédito,,2023-02-13
TXN_4363360,Granizado,1,4.0,ERROR,Tarjeta Crédito,,2023-12-22
TXN_9689507,Ensalada,3,5.0,,Efectivo,Restaurante,2023-06-10
TXN_3317406,Sandwich,3,4.0,12.0,DESCONOCIDO,Para llevar,2023-01-04
TXN_9662632,Ensalada,4,5.0,20.0,Nequi/Daviplata,Restaurante,2023-08-10
TXN_1364211,Ensalada,2,5.0,10.0,ERROR,Restaurante,2023-03-08
TXN_1102876,Galleta,1,1.0,1.0,Efectivo,,DESCONOCIDO
TXN_2673294,Café,3,2.0,DESCONOCIDO,Efectivo,,2023-11-11
TXN_2112848,Galleta,4,1.0,4.0,Tarjeta Crédito,Restaurante,2023-10-16
TXN_1801691,Ensalada,1,5.0,5.0,,Para llevar,2023-05-18
TXN_6424195,Café,3,2.0,6.0,,Para llevar,2023-09-14
TXN_7854162,Torta,5,3.0,15.0,Nequi/Daviplata,,DESCONOCIDO
TXN_6923480,Café,3,2.0,6.0,Efectivo,Para llevar,2023-10-27
TXN_7416669,Te,3,1.5,4.5,,,2023-09-28
TXN_3693990,Galleta,2,1.0,2.0,,Restaurante,2023-07-19
TXN_8652632,Te,1,1.5,,Nequi/Daviplata,,2023-01-12
TXN_4141765,Torta,5,3.0,15.0,,,2023-12-17
TXN_8180793,Galleta,4,1.0,4.0,Nequi/Daviplata,,2023-11-17
TXN_8875195,Sandwich,5,4.0,20.0,Tarjeta Crédito,Restaurante,2023-08-21
TXN_9928552,Sandwich,5,4.0,20.0,Tarjeta Crédito,Para llevar,2023-06-13
TXN_3456748,Jugo,2,3.0,6.0,Efectivo,Restaurante,2023-01-30
TXN_5680687,Ensalada,4,5.0,DESCONOCIDO,Tarjeta Crédito,,2023-11-22
TXN_9349736,Sandwich,5,4.0,20.0,Efectivo,,2023-03-18
TXN_7558010,Jugo,4,3.0,12.0,,,2023-03-27
TXN_8172897,Galleta,3,1.0,3.0,,Para llevar,2023-03-14
TXN_8540794,Torta,4,3.0,12.0,Efectivo,,2023-04-06
TXN_5966744,Te,3,1.5,4.5,,Restaurante,2023-12-13
TXN_3132921,Te,DESCONOCIDO,1.5,7.5,Tarjeta Crédito,Restaurante,2023-01-10
TXN_7029719,,2,5.0,10.0,Nequi/Daviplata,,2023-06-18
TXN_3912440,Te,2,1.5,3.0,,Restaurante,2023-05-21
TXN_4276702,DESCONOCIDO,1,1.0,1.0,Tarjeta Crédito,Restaurante,2023-11-17
TXN_7657615,Jugo,3,3.0,,Tarjeta Crédito,,2023-07-17
TXN_4020074,Galleta,3,1.0,3.0,,,2023-03-01
TXN_8942747,Galleta,5,1.0,5.0,,Para llevar,2023-12-14
TXN_3902815,Jugo,5,3.0,15.0,,,2023-06-28
TXN_8235042,DESCONOCIDO,1,4.0,4.0,Tarjeta Crédito,,ERROR
TXN_6218380,Galleta,4,1.0,4.0,Efectivo,Restaurante,2023-02-07
TXN_6905143,Café,5,DESCONOCIDO,ERROR,Efectivo,ERROR,2023-08-09
TXN_3839691,Café,4,2.0,8.0,Tarjeta Crédito,Restaurante,2023-02-13
TXN_4866254,Ensalada,4,5.0,20.0,Efectivo,DESCONOCIDO,2023-03-18
TXN_8935781,Café,2,2.0,4.0,,,2023-09-10
TXN_2559020,Torta,1,3.0,3.0,Nequi/Daviplata,Para llevar,2023-07-20
TXN_8607376,Café,5,2.0,10.0,Efectivo,Restaurante,2023-06-13
